STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE,ID_COUNTY
30,59,Meagher,Montana,1891,46.526827,-110.875445,30_59
30,61,Mineral,Montana,4223,47.185566,-114.899744,30_61
30,63,Missoula,Montana,109299,46.875472,-114.019007,30_63
30,65,Musselshell,Montana,4538,46.417552,-108.490425,30_65
30,67,Park,Montana,15636,45.597090,-110.599015,30_67
30,69,Petroleum,Montana,494,47.012441,-108.296716,30_69
30,71,Phillips,Montana,4253,48.374315,-107.857685,30_71
30,73,Pondera,Montana,6153,48.210126,-112.144580,30_73
30,75,Powder River,Montana,1743,45.440737,-105.535004,30_75
30,77,Powell,Montana,7027,46.449212,-112.760484,30_77
30,79,Prairie,Montana,1179,46.807847,-105.269953,30_79
30,81,Ravalli,Montana,40212,46.352649,-114.117267,30_81
30,83,Richland,Montana,9746,47.718572,-104.203904,30_83
30,85,Roosevelt,Montana,10425,48.132541,-105.247660,30_85
30,87,Rosebud,Montana,9233,45.907996,-106.611337,30_87
30,89,Sanders,Montana,11413,47.636131,-115.177085,30_89
30,91,Sheridan,Montana,3384,48.737464,-104.499376,30_91
30,93,Silver Bow,Montana,34200,45.987960,-112.524356,30_93
30,95,Stillwater,Montana,9117,45.613806,-109.249493,30_95
30,97,Sweet Grass,Montana,3651,45.830248,-109.915919,30_97
30,99,Teton,Montana,6073,47.771875,-112.054612,30_99
30,101,Toole,Montana,5324,48.585262,-111.853380,30_101
30,103,Treasure,Montana,718,46.255884,-107.241002,30_103
30,105,Valley,Montana,7369,48.233939,-106.546143,30_105
30,107,Wheatland,Montana,2168,46.459736,-109.844091,30_107
30,109,Wibaux,Montana,1017,46.969011,-104.196159,30_109
30,111,Yellowstone,Montana,147972,45.791309,-108.539417,30_111
31,1,Adams,Nebraska,31364,40.583763,-98.414536,31_1
31,3,Antelope,Nebraska,6685,42.149596,-98.056830,31_3
31,5,Arthur,Nebraska,460,41.569808,-101.673813,31_5
31,7,Banner,Nebraska,690,41.557925,-103.702088,31_7
31,9,Blaine,Nebraska,478,41.901108,-100.007203,31_9
31,11,Boone,Nebraska,5505,41.680180,-98.016360,31_11
31,13,Box Butte,Nebraska,11308,42.135040,-102.903704,31_13
31,15,Boyd,Nebraska,2099,42.891084,-98.730816,31_15
31,17,Brown,Nebraska,3145,42.538836,-99.852141,31_17
31,19,Buffalo,Nebraska,46102,40.737667,-99.070160,31_19
31,21,Burt,Nebraska,6858,41.845797,-96.342540,31_21
31,23,Butler,Nebraska,8395,41.248949,-97.141234,31_23
31,25,Cass,Nebraska,25241,40.946526,-96.062535,31_25
31,27,Cedar,Nebraska,8852,42.576273,-97.254860,31_27
31,29,Chase,Nebraska,3966,40.500254,-101.619767,31_29
31,31,Cherry,Nebraska,5713,42.784561,-100.754886,31_31
31,33,Cheyenne,Nebraska,9998,41.166245,-102.982623,31_33
31,35,Clay,Nebraska,6542,40.545465,-98.029666,31_35
31,37,Colfax,Nebraska,10515,41.517571,-97.076554,31_37
31,39,Cuming,Nebraska,9139,41.897578,-96.759175,31_39
31,41,Custer,Nebraska,10939,41.401093,-99.672832,31_41
31,43,Dakota,Nebraska,21006,42.445678,-96.441515,31_43
31,45,Dawes,Nebraska,9182,42.785306,-103.066266,31_45
31,47,Dawson,Nebraska,24326,40.828531,-99.858944,31_47
31,49,Deuel,Nebraska,1941,41.088793,-102.345568,31_49
31,51,Dixon,Nebraska,6000,42.438517,-96.830002,31_51
31,53,Dodge,Nebraska,36691,41.473485,-96.530630,31_53
31,55,Douglas,Nebraska,517110,41.259910,-96.061471,31_55
31,57,Dundy,Nebraska,2008,40.093189,-101.601584,31_57
31,59,Fillmore,Nebraska,5890,40.540682,-97.578024,31_59
31,61,Franklin,Nebraska,3225,40.187621,-98.946914,31_61
31,63,Frontier,Nebraska,2756,40.607972,-100.404194,31_63
31,65,Furnas,Nebraska,4959,40.248006,-99.925599,31_65
31,67,Gage,Nebraska,22311,40.274482,-96.714139,31_67
31,69,Garden,Nebraska,2057,41.422768,-102.320765,31_69
31,71,Garfield,Nebraska,2049,41.800943,-99.107238,31_71
31,73,Gosper,Nebraska,2044,40.592124,-99.830993,31_73
31,75,Grant,Nebraska,614,41.984368,-101.731402,31_75
31,77,Greeley,Nebraska,2538,41.556319,-98.497703,31_77
31,79,Hall,Nebraska,58607,40.915597,-98.377535,31_79
31,81,Hamilton,Nebraska,9124,40.878695,-98.021089,31_81
31,83,Harlan,Nebraska,3423,40.145693,-99.402210,31_83
31,85,Hayes,Nebraska,967,40.495630,-101.058515,31_85
31,87,Hitchcock,Nebraska,2908,40.211961,-101.006845,31_87
31,89,Holt,Nebraska,10435,42.458400,-98.742988,31_89
31,91,Hooker,Nebraska,736,42.016041,-101.062839,31_91
31,93,Howard,Nebraska,6274,41.189549,-98.493475,31_93
31,95,Jefferson,Nebraska,7547,40.164028,-97.140354,31_95
31,97,Johnson,Nebraska,5217,40.401369,-96.228933,31_97
31,99,Kearney,Nebraska,6489,40.506264,-98.992742,31_99
31,101,Keith,Nebraska,8368,41.141877,-101.696492,31_101
31,103,Keya Paha,Nebraska,824,42.868344,-99.703607,31_103
31,105,Kimball,Nebraska,3821,41.232889,-103.660711,31_105
31,107,Knox,Nebraska,8701,42.619110,-97.786962,31_107
31,109,Lancaster,Nebraska,285407,40.801058,-96.673551,31_109
31,111,Lincoln,Nebraska,36288,41.119635,-100.789230,31_111
31,113,Logan,Nebraska,763,41.484178,-100.500737,31_113
31,115,Loup,Nebraska,632,41.816483,-99.402546,31_115
31,117,McPherson,Nebraska,539,41.573310,-100.986347,31_117
31,119,Madison,Nebraska,34876,42.003908,-97.461692,31_119
31,121,Merrick,Nebraska,7845,41.131200,-98.039353,31_121
31,123,Morrill,Nebraska,5042,41.707123,-103.159224,31_123
31,125,Nance,Nebraska,3735,41.403829,-97.895028,31_125
31,127,Nemaha,Nebraska,7248,40.403957,-95.836309,31_127
31,129,Nuckolls,Nebraska,4500,40.115021,-98.061108,31_129
31,131,Otoe,Nebraska,15740,40.669495,-96.029874,31_131
31,133,Pawnee,Nebraska,2773,40.134921,-96.184059,31_133
31,135,Perkins,Nebraska,2970,40.847278,-101.672531,31_135
31,137,Phelps,Nebraska,9188,40.468151,-99.406756,31_137
31,139,Pierce,Nebraska,7266,42.262663,-97.591986,31_139
31,141,Platte,Nebraska,32237,41.469013,-97.387409,31_141
31,143,Polk,Nebraska,5406,41.174759,-97.555813,31_143
31,145,Red Willow,Nebraska,11055,40.205475,-100.587807,31_145
31,147,Richardson,Nebraska,8363,40.099947,-95.673464,31_147
31,149,Rock,Nebraska,1526,42.536442,-99.495235,31_149
31,151,Saline,Nebraska,14200,40.578252,-97.020010,31_151
31,153,Sarpy,Nebraska,158840,41.153107,-96.033892,31_153
31,155,Saunders,Nebraska,20780,41.199571,-96.571016,31_155
31,157,Scotts Bluff,Nebraska,36970,41.865018,-103.680380,31_157
31,159,Seward,Nebraska,16750,40.873593,-97.106037,31_159
31,161,Sheridan,Nebraska,5469,42.699305,-102.398893,31_161
31,163,Sherman,Nebraska,3152,41.223634,-98.971650,31_163
31,165,Sioux,Nebraska,1311,42.379652,-103.825082,31_165
31,167,Stanton,Nebraska,6129,41.985653,-97.251636,31_167
31,169,Thayer,Nebraska,5228,40.179229,-97.625350,31_169
31,171,Thomas,Nebraska,647,41.966823,-100.546734,31_171
31,173,Thurston,Nebraska,6940,42.159409,-96.515688,31_173
31,175,Valley,Nebraska,4260,41.573370,-98.947749,31_175
31,177,Washington,Nebraska,20234,41.507053,-96.158296,31_177
31,179,Wayne,Nebraska,9595,42.221930,-97.063062,31_179
31,181,Webster,Nebraska,3812,40.200266,-98.485192,31_181
31,183,Wheeler,Nebraska,818,41.880574,-98.543873,31_183
31,185,York,Nebraska,13665,40.864374,-97.605431,31_185
32,1,Churchill,Nevada,24877,39.473584,-118.795661,32_1
32,3,Clark,Nevada,1951269,36.143366,-115.149940,32_3
32,5,Douglas,Nevada,46997,38.956913,-119.755928,32_5
32,7,Elko,Nevada,48818,40.870907,-115.518595,32_7
32,9,Esmeralda,Nevada,783,37.708803,-117.677756,32_9
32,11,Eureka,Nevada,1987,39.866898,-116.147686,32_11
32,13,Humboldt,Nevada,16528,41.034176,-117.745055,32_13
32,15,Lander,Nevada,5775,40.520911,-116.943210,32_15
32,17,Lincoln,Nevada,5345,37.690300,-114.644504,32_17
32,19,Lyon,Nevada,51980,39.348780,-119.325133,32_19
32,21,Mineral,Nevada,4772,38.590037,-118.638693,32_21
32,23,Nye,Nevada,43946,36.468656,-116.165792,32_23
32,27,Pershing,Nevada,6753,40.343440,-118.294549,32_27
32,29,Storey,Nevada,4010,39.389364,-119.624138,32_29
32,31,Washoe,Nevada,421407,39.535558,-119.795493,32_31
32,33,White Pine,Nevada,10030,39.273238,-114.862381,32_33
32,510,Carson City,Nevada,55274,39.166134,-119.753711,32_510
33,1,Belknap,New Hampshire,60088,43.517400,-71.440590,33_1
33,3,Carroll,New Hampshire,47818,43.810972,-71.166412,33_3
33,5,Cheshire,New Hampshire,77117,42.898264,-72.262715,33_5
33,7,Coos,New Hampshire,33055,44.550062,-71.362750,33_7
33,9,Grafton,New Hampshire,89118,43.838874,-71.953268,33_9
33,11,Hillsborough,New Hampshire,400721,42.879889,-71.532928,33_11
33,13,Merrimack,New Hampshire,146445,43.246442,-71.586214,33_13
33,15,Rockingham,New Hampshire,295223,42.936726,-71.104266,33_15
33,17,Strafford,New Hampshire,123143,43.247646,-70.954943,33_17
33,19,Sullivan,New Hampshire,43742,43.367422,-72.259352,33_19
34,1,Atlantic,New Jersey,274549,39.427562,-74.583452,34_1
34,3,Bergen,New Jersey,905116,40.918799,-74.057383,34_3
34,5,Burlington,New Jersey,448734,39.982667,-74.834269,34_5
34,7,Camden,New Jersey,513657,39.864010,-75.027836,34_7
34,9,Cape May,New Jersey,97265,39.095952,-74.807133,34_9
34,11,Cumberland,New Jersey,156898,39.428284,-75.087728,34_11
34,13,Essex,New Jersey,783969,40.768705,-74.216402,34_13
34,15,Gloucester,New Jersey,288288,39.749187,-75.127456,34_15
34,17,Hudson,New Jersey,634266,40.742925,-74.061278,34_17
34,19,Hunterdon,New Jersey,128349,40.572183,-74.896782,34_19
34,21,Mercer,New Jersey,366513,40.255566,-74.700340,34_21
34,23,Middlesex,New Jersey,809858,40.485529,-74.387921,34_23
34,25,Monmouth,New Jersey,630380,40.291301,-74.147730,34_25
34,27,Morris,New Jersey,492276,40.859552,-74.501661,34_27
34,29,Ocean,New Jersey,576567,39.973657,-74.214610,34_29
34,31,Passaic,New Jersey,501226,40.925361,-74.191473,34_31
34,33,Salem,New Jersey,66083,39.625938,-75.376580,34_33
34,35,Somerset,New Jersey,323444,40.561176,-74.578798,34_35
34,37,Sussex,New Jersey,149265,41.091219,-74.654037,34_37
34,39,Union,New Jersey,536499,40.659609,-74.294239,34_39
34,41,Warren,New Jersey,108692,40.795162,-75.016426,34_41
35,1,Bernalillo,New Mexico,662564,35.107877,-106.616039,35_1
35,3,Catron,New Mexico,3725,33.928093,-108.549207,35_3
35,5,Chaves,New Mexico,65645,33.364652,-104.512610,35_5
35,6,Cibola,New Mexico,27213,35.113977,-107.804609,35_6
35,7,Colfax,New Mexico,13750,36.702618,-104.643736,35_7
35,9,Curry,New Mexico,48376,34.420099,-103.215708,35_9
35,11,De Baca,New Mexico,2022,34.465462,-104.257875,35_11
35,13,Doña Ana,New Mexico,209233,32.247294,-106.728697,35_13
35,15,Eddy,New Mexico,53829,32.547601,-104.291387,35_15
35,17,Grant,New Mexico,29514,32.780455,-108.242693,35_17
35,19,Guadalupe,New Mexico,4687,34.930036,-104.792489,35_19
35,21,Harding,New Mexico,695,35.861023,-103.984528,35_21
35,23,Hidalgo,New Mexico,4894,32.275633,-108.766740,35_23
35,25,Lea,New Mexico,64727,32.753117,-103.193711,35_25
35,27,Lincoln,New Mexico,20497,33.420964,-105.631173,35_27
35,28,Los Alamos,New Mexico,17950,35.868766,-106.270283,35_28
35,29,Luna,New Mexico,25095,32.217487,-107.740412,35_29
35,31,McKinley,New Mexico,71492,35.511504,-108.634230,35_31
35,33,Mora,New Mexico,4881,35.999280,-105.241049,35_33
35,35,Otero,New Mexico,63797,32.806642,-105.989844,35_35
35,37,Quay,New Mexico,9041,35.180626,-103.656130,35_37
35,39,Rio Arriba,New Mexico,40246,36.201002,-106.204801,35_39
35,41,Roosevelt,New Mexico,19846,34.167549,-103.348217,35_41
35,43,Sandoval,New Mexico,131561,35.328605,-106.649260,35_43
35,45,San Juan,New Mexico,130044,36.721940,-108.220647,35_45
35,47,San Miguel,New Mexico,29393,35.573296,-105.309684,35_47
35,49,Santa Fe,New Mexico,144170,35.630805,-106.004953,35_49
35,51,Sierra,New Mexico,11988,33.109273,-107.277841,35_51
35,53,Socorro,New Mexico,17866,34.153828,-106.957793,35_53
35,55,Taos,New Mexico,32937,36.433447,-105.609376,35_55
35,57,Torrance,New Mexico,16383,34.867124,-106.100997,35_57
35,59,Union,New Mexico,4549,36.455575,-103.262118,35_59
35,61,Valencia,New Mexico,76569,34.752149,-106.722542,35_61
36,1,Albany,New York,304204,42.678976,-73.813040,36_1
36,3,Allegany,New York,48946,42.228245,-78.019297,36_3
36,5,Bronx,New York,1385108,40.849354,-73.882363,36_5
36,7,Broome,New York,200600,42.121306,-75.934245,36_7
36,9,Cattaraugus,New York,80317,42.224267,-78.607656,36_9
36,11,Cayuga,New York,80026,42.935370,-76.560044,36_11
36,13,Chautauqua,New York,134905,42.246256,-79.314671,36_13
36,15,Chemung,New York,88830,42.118262,-76.813046,36_15
36,17,Chenango,New York,50477,42.481195,-75.570326,36_17
36,19,Clinton,New York,82128,44.730039,-73.545325,36_19
36,21,Columbia,New York,63096,42.273336,-73.681049,36_21
36,23,Cortland,New York,49336,42.596130,-76.145474,36_23
36,25,Delaware,New York,47980,42.244535,-74.993985,36_25
36,27,Dutchess,New York,297488,41.681015,-73.839417,36_27
36,29,Erie,New York,919040,42.889478,-78.792596,36_29
36,31,Essex,New York,39370,44.174474,-73.689906,36_31
36,33,Franklin,New York,51599,44.712835,-74.344365,36_33
36,35,Fulton,New York,55531,43.059172,-74.330346,36_35
36,37,Genesee,New York,60079,42.999625,-78.173095,36_37
36,39,Greene,New York,49221,42.299303,-73.975873,36_39
36,41,Hamilton,New York,4836,43.612034,-74.385121,36_41
36,43,Herkimer,New York,64519,43.070536,-74.995034,36_43
36,45,Jefferson,New York,116229,44.019125,-75.896640,36_45
36,47,Kings,New York,2504700,40.650523,-73.954811,36_47
36,49,Lewis,New York,27087,43.789217,-75.449321,36_49
36,51,Livingston,New York,65393,42.766358,-77.764200,36_51
36,53,Madison,New York,73442,42.984471,-75.717386,36_53
36,55,Monroe,New York,744344,43.161503,-77.619988,36_55
36,57,Montgomery,New York,50219,42.933549,-74.343088,36_57
36,59,Nassau,New York,1339532,40.716587,-73.602242,36_59
36,61,New York,New York,1585873,40.777958,-73.966303,36_61
36,63,Niagara,New York,216469,43.134704,-78.852109,36_63
36,65,Oneida,New York,234878,43.147454,-75.359106,36_65
36,67,Onondaga,New York,467026,43.067188,-76.167442,36_67
36,69,Ontario,New York,107931,42.899374,-77.260129,36_69
36,71,Orange,New York,372813,41.422034,-74.243059,36_71
36,73,Orleans,New York,42883,43.248317,-78.223294,36_73
36,75,Oswego,New York,122109,43.391821,-76.313145,36_75
36,77,Otsego,New York,62259,42.563531,-75.060062,36_77
36,79,Putnam,New York,99710,41.411282,-73.717247,36_79
36,81,Queens,New York,2230722,40.721294,-73.833451,36_81
36,83,Rensselaer,New York,159429,42.699991,-73.629889,36_83
36,85,Richmond,New York,468730,40.588523,-74.137304,36_85
36,87,Rockland,New York,311687,41.127623,-74.019039,36_87
36,89,St. Lawrence,New York,111944,44.651458,-75.149708,36_89
36,91,Saratoga,New York,219607,43.008801,-73.785787,36_91
36,93,Schenectady,New York,154727,42.809284,-73.946182,36_93
36,95,Schoharie,New York,32749,42.642508,-74.436027,36_95
36,97,Schuyler,New York,18343,42.387815,-76.869122,36_97
36,99,Seneca,New York,35251,42.827354,-76.828521,36_99
36,101,Steuben,New York,98990,42.266288,-77.320329,36_101
36,103,Suffolk,New York,1493350,40.821924,-73.113775,36_103
36,105,Sullivan,New York,77547,41.700086,-74.707459,36_105
36,107,Tioga,New York,51125,42.120980,-76.297151,36_107
36,109,Tompkins,New York,101564,42.460259,-76.477416,36_109
36,111,Ulster,New York,182493,41.841064,-74.100745,36_111
36,113,Warren,New York,65707,43.396992,-73.714626,36_113
36,115,Washington,New York,63216,43.290255,-73.458693,36_115
36,117,Wayne,New York,93772,43.143734,-77.126682,36_117
36,119,Westchester,New York,949113,41.040536,-73.804532,36_119
36,121,Wyoming,New York,42155,42.725754,-78.218884,36_121
36,123,Yates,New York,25348,42.633657,-77.078037,36_123
37,1,Alamance,North Carolina,151131,36.071263,-79.414193,37_1
37,3,Alexander,North Carolina,37198,35.890299,-81.191638,37_3
37,5,Alleghany,North Carolina,11155,36.498332,-81.105731,37_5
37,7,Anson,North Carolina,26948,34.972824,-80.110145,37_7
37,9,Ashe,North Carolina,27281,36.415077,-81.489759,37_9
37,11,Avery,North Carolina,17797,36.076320,-81.943907,37_11
37,13,Beaufort,North Carolina,47759,35.519484,-76.956571,37_13
37,15,Bertie,North Carolina,21282,36.083776,-76.968883,37_15
37,17,Bladen,North Carolina,35190,34.607845,-78.641090,37_17
37,19,Brunswick,North Carolina,107431,34.036370,-78.229195,37_19
37,21,Buncombe,North Carolina,238318,35.587674,-82.550087,37_21
37,23,Burke,North Carolina,90912,35.730474,-81.638347,37_23
37,25,Cabarrus,North Carolina,178011,35.399234,-80.612525,37_25
37,27,Caldwell,North Carolina,83029,35.873614,-81.503741,37_27
37,29,Camden,North Carolina,9980,36.362670,-76.191760,37_29
37,31,Carteret,North Carolina,66469,34.746773,-76.804454,37_31
37,33,Caswell,North Carolina,23719,36.402606,-79.361931,37_33
37,35,Catawba,North Carolina,154358,35.695409,-81.245839,37_35
37,37,Chatham,North Carolina,63505,35.744124,-79.236572,37_37
37,39,Cherokee,North Carolina,27444,35.106484,-84.016472,37_39
37,41,Chowan,North Carolina,14793,36.116754,-76.626254,37_41
37,43,Clay,North Carolina,10587,35.035248,-83.807512,37_43
37,45,Cleveland,North Carolina,98078,35.292496,-81.517017,37_45
37,47,Columbus,North Carolina,58098,34.279270,-78.709221,37_47
37,49,Craven,North Carolina,103505,35.066758,-77.038555,37_49
37,51,Cumberland,North Carolina,319431,35.056493,-78.936138,37_51
37,53,Currituck,North Carolina,23547,36.391946,-76.009040,37_53
37,55,Dare,North Carolina,33920,35.907564,-75.674875,37_55
37,57,Davidson,North Carolina,162878,35.853743,-80.199539,37_57
37,59,Davie,North Carolina,41240,35.929813,-80.521580,37_59
37,61,Duplin,North Carolina,58505,34.936096,-77.943354,37_61
37,63,Durham,North Carolina,267587,35.989801,-78.906200,37_63
37,65,Edgecombe,North Carolina,56552,35.903736,-77.656297,37_65
37,67,Forsyth,North Carolina,350670,36.106431,-80.256625,37_67
37,69,Franklin,North Carolina,60619,36.047826,-78.340858,37_69
37,71,Gaston,North Carolina,206086,35.275594,-81.156574,37_71
37,73,Gates,North Carolina,12197,36.465890,-76.706157,37_73
37,75,Graham,North Carolina,8861,35.330969,-83.787962,37_75
37,77,Granville,North Carolina,59916,36.223855,-78.657114,37_77
37,79,Greene,North Carolina,21362,35.468776,-77.669536,37_79
37,81,Guilford,North Carolina,488406,36.065215,-79.850251,37_81
37,83,Halifax,North Carolina,54691,36.353153,-77.672949,37_83
37,85,Harnett,North Carolina,114678,35.359863,-78.847096,37_85
37,87,Haywood,North Carolina,59036,35.517983,-82.939915,37_87
37,89,Henderson,North Carolina,106740,35.340950,-82.472355,37_89
37,91,Hertford,North Carolina,24669,36.351304,-77.009973,37_91
37,93,Hoke,North Carolina,46952,34.989624,-79.177133,37_93
37,95,Hyde,North Carolina,5810,35.434210,-76.208134,37_95
37,97,Iredell,North Carolina,159437,35.707328,-80.869103,37_97
37,99,Jackson,North Carolina,40271,35.335275,-83.202489,37_99
37,101,Johnston,North Carolina,168878,35.560263,-78.411954,37_101
37,103,Jones,North Carolina,10153,35.027454,-77.353062,37_103
37,105,Lee,North Carolina,57866,35.459779,-79.173135,37_105
37,107,Lenoir,North Carolina,59495,35.262323,-77.631874,37_107
37,109,Lincoln,North Carolina,78265,35.485027,-81.178511,37_109
37,111,McDowell,North Carolina,44996,35.667958,-82.021507,37_111
37,113,Macon,North Carolina,33922,35.157148,-83.380756,37_113
37,115,Madison,North Carolina,20764,35.839078,-82.638666,37_115
37,117,Martin,North Carolina,24505,35.832740,-77.100767,37_117
37,119,Mecklenburg,North Carolina,919628,35.223469,-80.816620,37_119
37,121,Mitchell,North Carolina,15579,35.962278,-82.114348,37_121
37,123,Montgomery,North Carolina,27798,35.338988,-79.882040,37_123
37,125,Moore,North Carolina,88247,35.244618,-79.446780,37_125
37,127,Nash,North Carolina,95840,35.947411,-77.923901,37_127
37,129,New Hanover,North Carolina,202667,34.211687,-77.879277,37_129
37,131,Northampton,North Carolina,22099,36.431948,-77.434731,37_131
37,133,Onslow,North Carolina,177772,34.741545,-77.400612,37_133
37,135,Orange,North Carolina,133801,35.978596,-79.081244,37_135
37,137,Pamlico,North Carolina,13144,35.105356,-76.775886,37_137
37,139,Pasquotank,North Carolina,40661,36.293502,-76.246298,37_139
37,141,Pender,North Carolina,52217,34.469476,-77.836015,37_141
37,143,Perquimans,North Carolina,13453,36.181299,-76.424403,37_143
37,145,Person,North Carolina,39464,36.373422,-78.970901,37_145
37,147,Pitt,North Carolina,168148,35.579170,-77.381178,37_147
37,149,Polk,North Carolina,20510,35.258669,-82.175450,37_149
37,151,Randolph,North Carolina,141752,35.766292,-79.827981,37_151
37,153,Richmond,North Carolina,46639,34.943604,-79.733496,37_153
37,155,Robeson,North Carolina,134168,34.674582,-79.093867,37_155
37,157,Rockingham,North Carolina,93643,36.402247,-79.772606,37_157
37,159,Rowan,North Carolina,138428,35.620395,-80.521966,37_159
37,161,Rutherford,North Carolina,67810,35.348446,-81.894978,37_161
37,163,Sampson,North Carolina,63431,35.033839,-78.396164,37_163
37,165,Scotland,North Carolina,36157,34.786334,-79.478680,37_165
37,167,Stanly,North Carolina,60585,35.321525,-80.247474,37_167
37,169,Stokes,North Carolina,47401,36.350640,-80.273917,37_169
37,171,Surry,North Carolina,73673,36.431314,-80.656971,37_171
37,173,Swain,North Carolina,13981,35.438412,-83.413457,37_173
37,175,Transylvania,North Carolina,33090,35.210200,-82.745507,37_175
37,177,Tyrrell,North Carolina,4407,35.907144,-76.238874,37_177
37,179,Union,North Carolina,201292,35.013609,-80.619702,37_179
37,181,Vance,North Carolina,45422,36.331178,-78.402101,37_181
37,183,Wake,North Carolina,900993,35.797203,-78.673074,37_183
37,185,Warren,North Carolina,20972,36.409715,-78.138543,37_185
37,187,Washington,North Carolina,13228,35.864206,-76.649275,37_187
37,189,Watauga,North Carolina,51079,36.220299,-81.685479,37_189
37,191,Wayne,North Carolina,122623,35.370731,-77.988459,37_191
37,193,Wilkes,North Carolina,69340,36.193059,-81.134214,37_193
37,195,Wilson,North Carolina,81234,35.726988,-77.931323,37_195
37,197,Yadkin,North Carolina,38406,36.163573,-80.675351,37_197
37,199,Yancey,North Carolina,17818,35.910155,-82.292339,37_199
38,1,Adams,North Dakota,2343,46.032949,-102.625989,38_1
38,3,Barnes,North Dakota,11066,46.927520,-98.033032,38_3
38,5,Benson,North Dakota,6660,48.020822,-99.146122,38_5
38,7,Billings,North Dakota,783,47.016207,-103.308303,38_7
38,9,Bottineau,North Dakota,6429,48.820134,-100.650317,38_9
38,11,Bowman,North Dakota,3151,46.171185,-103.396646,38_11
38,13,Burke,North Dakota,1968,48.771943,-102.521915,38_13
38,15,Burleigh,North Dakota,81308,46.822761,-100.761508,38_15
38,17,Cass,North Dakota,149778,46.860506,-96.861406,38_17
38,19,Cavalier,North Dakota,3993,48.755612,-98.414990,38_19
38,21,Dickey,North Dakota,5289,46.087766,-98.328185,38_21
38,23,Divide,North Dakota,2071,48.874965,-103.348927,38_23
38,25,Dunn,North Dakota,3536,47.332654,-102.643252,38_25
38,27,Eddy,North Dakota,2385,47.707976,-99.051857,38_27
38,29,Emmons,North Dakota,3550,46.265684,-100.210914,38_29
38,31,Foster,North Dakota,3343,47.461156,-99.040279,38_31
38,33,Golden Valley,North Dakota,1680,46.894589,-103.962247,38_33
38,35,Grand Forks,North Dakota,66861,47.907658,-97.120998,38_35
38,37,Grant,North Dakota,2394,46.387962,-101.711807,38_37
38,39,Griggs,North Dakota,2420,47.451199,-98.187810,38_39
38,41,Hettinger,North Dakota,2477,46.448932,-102.544717,38_41
38,43,Kidder,North Dakota,2435,46.919486,-99.813669,38_43
38,45,LaMoure,North Dakota,4139,46.405346,-98.520959,38_45
38,47,Logan,North Dakota,1990,46.498411,-99.548585,38_47
38,49,McHenry,North Dakota,5395,48.182793,-100.694529,38_49
38,51,McIntosh,North Dakota,2809,46.144162,-99.492295,38_51
38,53,McKenzie,North Dakota,6360,47.815541,-103.228066,38_53
38,55,McLean,North Dakota,8962,47.523976,-101.204564,38_55
38,57,Mercer,North Dakota,8424,47.297717,-101.710274,38_57
38,59,Morton,North Dakota,27471,46.819739,-101.011434,38_59
38,61,Mountrail,North Dakota,7673,48.134702,-102.371315,38_61
38,63,Nelson,North Dakota,3126,47.919339,-98.209414,38_63
38,65,Oliver,North Dakota,1846,47.121328,-101.307901,38_65
38,67,Pembina,North Dakota,7413,48.789947,-97.582307,38_67
38,69,Pierce,North Dakota,4357,48.328166,-99.988011,38_69
38,71,Ramsey,North Dakota,11451,48.136409,-98.834844,38_71
38,73,Ransom,North Dakota,5457,46.478257,-97.657193,38_73
38,75,Renville,North Dakota,2470,48.721416,-101.526364,38_75
38,77,Richland,North Dakota,16321,46.264153,-96.766350,38_77
38,79,Rolette,North Dakota,13937,48.836027,-99.817363,38_79
38,81,Sargent,North Dakota,3829,46.163745,-97.591691,38_81
38,83,Sheridan,North Dakota,1321,47.576556,-100.340156,38_83
38,85,Sioux,North Dakota,4153,46.161951,-100.726350,38_85
38,87,Slope,North Dakota,727,46.411465,-103.443746,38_87
38,89,Stark,North Dakota,24199,46.879757,-102.785075,38_89
38,91,Steele,North Dakota,1975,47.459656,-97.746445,38_91
38,93,Stutsman,North Dakota,21100,46.915799,-98.744696,38_93
38,95,Towner,North Dakota,2246,48.584615,-99.234305,38_95
38,97,Traill,North Dakota,8121,47.491264,-97.226828,38_97
38,99,Walsh,North Dakota,11119,48.390892,-97.555232,38_99
38,101,Ward,North Dakota,61675,48.256527,-101.329338,38_101
38,103,Wells,North Dakota,4207,47.676761,-99.781286,38_103
38,105,Williams,North Dakota,22398,48.199801,-103.563682,38_105
39,1,Adams,Ohio,28550,38.848346,-83.517043,39_1
39,3,Allen,Ohio,106331,40.757675,-84.121928,39_3
39,5,Ashland,Ohio,53139,40.855217,-82.285667,39_5
39,7,Ashtabula,Ohio,101497,41.795339,-80.767571,39_7
39,9,Athens,Ohio,64757,39.345128,-82.100240,39_9
39,11,Auglaize,Ohio,45949,40.545245,-84.269481,39_11
39,13,Belmont,Ohio,70400,40.042095,-80.888840,39_13
39,15,Brown,Ohio,44846,38.948158,-83.892944,39_15
39,17,Butler,Ohio,368130,39.410684,-84.500267,39_17
39,19,Carroll,Ohio,28836,40.608318,-81.114892,39_19
39,21,Champaign,Ohio,40097,40.120684,-83.760280,39_21
39,23,Clark,Ohio,138333,39.927147,-83.832287,39_23
39,25,Clermont,Ohio,197363,39.103441,-84.212568,39_25
39,27,Clinton,Ohio,42040,39.410549,-83.842336,39_27
